"","urban_VV","urban_HH","urban_HV"
"1",0.248641818761826,0.166615664958954,0.0187976509332657
"2",1.69069683551788,0.694478869438171,0.0478951632976532
"3",0.704181909561157,0.237320989370346,0.0466860830783844
"4",0.0634920001029968,0.0634920001029968,0.0157325342297554
"5",0.181954875588417,0.782828986644745,0.110019229352474
"6",0.266724526882172,0.577903151512146,0.0963172018527985
"7",0.157216817140579,0.243148982524872,0.0956971943378448
"8",0.200897842645645,0.129403948783875,0.032887190580368
"9",0.775110065937042,0.696617901325226,0.189689382910728
"10",0.347088307142258,0.385125368833542,0.0729044005274773
"11",0.0806195288896561,0.04969697073102,0.00993939302861691
"12",0.0969991981983185,0.0935349389910698,0.0294461827725172
"13",0.173542216420174,0.152586176991463,0.00654876278713346
"14",0.16060745716095,0.200969532132149,0.0655883774161339
"15",0.0658518821001053,0.0343868210911751,0.0139345265924931
"16",0.306280612945557,0.141654789447784,0.0382850766181946
"17",0.256122499704361,0.24347448348999,0.0358360707759857
"18",0.10416504740715,0.0178492497652769,0.0133203398436308
"19",0.100695945322514,0.140314027667046,0.0385175719857216
"20",0.0342356935143471,0.0850370451807976,0.020983163267374
"21",0.0429660826921463,0.169818341732025,0.0470580905675888
"22",0.0878851711750031,0.136245265603065,0.0120900254696608
"23",0.155507937073708,0.0478485971689224,0.0136710265651345
"24",0.077732652425766,0.0803676545619965,0.00922252051532269
"25",0.0373783260583878,0.046722911298275,0.00718813855201006
"26",0.0271676797419786,0.032887190580368,0.0206537917256355
"27",0.0410402081906796,0.0410402081906796,0.0350455678999424
"28",0.0523106679320335,0.11996054649353,0.0275319293141365
"29",0.179587230086327,0.076279528439045,0.049251351505518
"30",0.638535380363464,0.207045555114746,0.0382773280143738
"31",0.482880234718323,0.283952832221985,0.0481275916099548
"32",0.021936422213912,0.103753335773945,0.0249007977545261
"33",0.0519139654934406,0.0304037965834141,0.0227511376142502
"34",0.182222232222557,0.0735515207052231,0.0808404088020325
"35",0.122789308428764,0.155533120036125,0.0415594577789307
"36",0.298001646995544,0.127160310745239,0.0679482519626617
"37",0.93584531545639,0.329980134963989,0.1081902384758
"38",0.605779945850372,0.153799042105675,0.0376650728285313
"39",0.0431491807103157,0.0576746463775635,0.0076899528503418
"40",0.0613539665937424,0.0613539665937424,0.0145952170714736
"41",0.105462215840816,0.116622231900692,0.0613801293075085
"42",0.108199909329414,0.118081174790859,0.0247031673789024
"43",0.0525838732719421,0.450392156839371,0.077732652425766
"44",0.559938669204712,1.08693969249725,0.0263500399887562
"45",1.31012463569641,2.09479808807373,0.154132336378098
"46",0.87587571144104,1.20218229293823,0.10304419696331
"47",0.204522907733917,0.2186279296875,0.0246837958693504
"48",0.0599831789731979,0.0816638469696045,0.0419159606099129
"49",0.0506967268884182,0.0769072771072388,0.0475928485393524
